image,readingText,audio,answerText,answerTextFurigana,sortOrder,originalText
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_19_0.00.18.414.jpg"">",総数は約１万５千隻,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Haruhi%20Suzumiya/media/Z.SUZUMIYA_19_0.00.17.153-0.00.19.794.mp3],"Total number is approximately 15,000 ships.",総数[そうすう]は 約[やく] １万５千[いちまんごせん] 隻[せき],3719,約
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Boku%20no%20Hero%20Academia%20Season%201/media/A_My_Hero_Academia_S01_E01_1_0.16.48.720.jpg"">",苦しいのは 約４５秒｡,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Boku%20no%20Hero%20Academia%20Season%201/media/A_My_Hero_Academia_S01_E01_1_0.16.47.200-0.16.50.240.mp3],It'll only hurt for about 45 seconds.,苦[くる]しいのは 約[やく]４５ 秒[びょう]｡,3719,約
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_07_0.12.24.540-0.12.25.780.jpg"">",曇り時々晴れ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_07_0.12.24.540-0.12.25.780.mp3],"The Kanto area tomorrow will be partly cloudy, and some areas...",曇[くも]り 時々[ときどき] 晴[は]れ,933,晴
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_03_0.16.14.900-0.16.17.640.jpg"">",家バレしたくない,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_03_0.16.14.900-0.16.17.640.mp3],I don't want her to know where I live!,家[いえ]バレしたくない,933,晴
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E06_1_0.04.46.670.jpg"">",バレちゃまずいわけ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E06_1_0.04.45.930-0.04.47.410.mp3],You don't want him to know?,バレちゃまずいわけ,933,晴
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_19_0.14.06.750.jpg"">",乗員乗客三百人,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Zero/media/Fate_Zero_19_0.14.05.580-0.14.07.920.mp3],Three hundred passengers and crew.,乗員[じょういん] 乗客[じょうきゃく]三 百[ひゃく] 人[にん],9049,乗客
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Weathering%20with%20You/media/Tenki_no_Ko_1_1.03.22.455.jpg"">",（乗客たち）何だよ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Weathering%20with%20You/media/Tenki_no_Ko_1_1.03.21.830-1.03.23.080.mp3],What's going on?,（ 乗客[じょうきゃく]たち） 何[なん]だよ,9049,乗客
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_19_0.15.16.040.jpg"">",乗客は奴を除いて7人,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_19_0.15.14.750-0.15.17.330.mp3],"Aside from him, there are seven passengers.",乗客[じょうきゃく]は 奴[やつ]を 除[のぞ]いて 7 人[にん],9049,乗客
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E20_1_0.04.41.510.jpg"">",長期戦は好まぬ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E20_1_0.04.40.600-0.04.42.420.mp3],I'm not fond-eth of drawn-out fights.,長期戦[ちょうきせん]は 好[この]まぬ,3575,好む
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_012_0.12.22.125.jpg"">",血は好まんのだがな…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_012_0.12.20.957-0.12.23.293.mp3],"I would rather avoid bloodshed, however...",血[ち]は 好[この]まんのだがな…,3575,好む
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_064_0.14.18.675.jpg"">",破壊を好む？ ゼロ？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_064_0.14.16.923-0.14.20.427.mp3],Loves destruction? Zero?,破壊[はかい]を 好[この]む？ ゼロ？,3575,好む
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/One%20Week%20Friends/media/Isshuukan_Friends_(Test)_01_0.03.37.285.jpg"">",念願叶ったりじゃん,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/One%20Week%20Friends/media/Isshuukan_Friends_(Test)_01_0.03.36.460-0.03.38.110.mp3],Your wish finally came true.,念願[ねんがん] 叶[かな]ったりじゃん,3675,念願
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_09_0.00.24.960-0.00.28.400.jpg"">",苦労をして建てた念願の喫茶店だが,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_09_0.00.24.960-0.00.28.400.mp3],I finally built my café after all that struggling.,苦労[くろう]をして 建[た]てた 念願[ねんがん]の 喫茶店[きっさてん]だが,3675,念願
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_S2_-_07_0.00.44.824-0.00.49.187.jpg"">",念願叶って 家の近くの共学に合格,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_S2_-_07_0.00.44.824-0.00.49.187.mp3],"Well, my wish came true, and I got into a co-ed school near my house.",念願[ねんがん] 叶[かな]って  家[いえ]の 近[ちか]くの 共学[きょうがく]に 合格[ごうかく],3675,念願
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_9_0.06.10.475.jpg"">",立てるか,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_9_0.06.09.920-0.06.11.280.mp3],Can you stand?,立[た]てるか,3756,建てる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E11_1_0.06.28.400.jpg"">",立てるさ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Assassination%20Classroom%20Season%201/media/A_Assassination_classroom_E11_1_0.06.27.900-0.06.28.900.mp3],We're closer than you think.,立[た]てるさ,3756,建てる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_12_0.08.14.505.jpg"">",立って！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_12_0.08.13.940-0.08.14.920.mp3],Get up!,立[た]って！,3756,建てる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_17_0.08.03.300-0.08.03.750.jpg"">",谷君,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_17_0.08.03.300-0.08.03.750.mp3],Tani-kun.,谷[たに] 君[くん],249,谷
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_22_0.07.18.340-0.07.19.090.jpg"">",谷本君,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_22_0.07.18.340-0.07.19.090.mp3],Tanimoto-kun.,谷[たに] 本君[もときみ],249,谷
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_0.17.33.953.jpg"">",谷さん,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_0.17.33.515-0.17.34.391.mp3],Miss Tani.,谷[たに]さん,249,谷
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_13_0.04.52.430.jpg"">",俺は折れない,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_13_0.04.51.610-0.04.53.100.mp3],I won’t cave in!,俺[おれ]は 折[お]れない,7755,折れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_UBW_S02_21_0.04.43.070.jpg"">",心は折れない,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_UBW_S02_21_0.04.42.130-0.04.44.010.mp3],I know all too well...,心[こころ]は 折[お]れない,7755,折れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_-_12_0.06.28.800-0.06.34.380.jpg"">",折れたああぁ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_-_12_0.06.28.800-0.06.34.380.mp3],I-It snapped in two!,折[お]れたああぁ,7755,折れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_32_0.19.36.365.jpg"">",２１世紀末…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_32_0.19.35.440-0.19.37.290.mp3],At the end of the 21st century...,２１ 世紀末[せいきまつ]…,3782,世紀
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_40_0.14.26.525.jpg"">",世紀の瞬間ってやつだな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_40_0.14.25.210-0.14.27.840.mp3],I guess it's what they call the turning point of the century.,世紀[せいき]の 瞬間[しゅんかん]ってやつだな,3782,世紀
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_14_0.17.19.720.jpg"">",１世紀前にここを出た顔だわ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_14_0.17.18.520-0.17.20.920.mp3],He left this place a century ago.,１ 世紀[せいき] 前[まえ]にここを 出[で]た 顔[かお]だわ,3782,世紀
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_103_0.07.38.909.jpg"">",《古典的な高矢倉だ》,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_103_0.07.37.407-0.07.40.410.mp3],A standard strategy.,《 古典[こてん] 的[てき]な 高[こう] 矢倉[やぐら]だ》,3809,古典的
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_01_0.16.42.606.jpg"">",人質とはまた古典的な手だな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_01_0.16.41.250-0.16.43.961.mp3],Using a hostage is a classic strategy.,人質[ひとじち]とはまた 古典的[こてんてき]な 手[て]だな,3809,古典的
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/3_0.23.39.870-0.23.43.240.jpg"">",歴史的遠近法の彼方で古典になていく,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/3_0.23.39.870-0.23.43.240.mp3],"and it will all be viewed from a historical perspective, as a classic.",歴史的[れきしてき] 遠近法[えんきんほう]の 彼方[かなた]で 古典[こてん]になていく,3809,古典的
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/No%20Game%20No%20Life/media/A_NoGameNoLife__06_0.03.36.124.jpg"">",百科事典 医学書に哲学書と―,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/No%20Game%20No%20Life/media/A_NoGameNoLife__06_0.03.34.977-0.03.37.271.mp3],"Dictionaries, medical books, philosophy books...",百科事典[ひゃっかじてん] 医学書[いがくしょ]に 哲学書[てつがくしょ]と―,3812,事典
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_141_0.15.33.422.jpg"">",人名事典　倉庫から持ってきたの,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_141_0.15.32.045-0.15.34.798.mp3],A biographical dictionary... I  brought one from the storehouse.,人名[じんめい] 事典[じてん]　 倉庫[そうこ]から 持[も]ってきたの,3812,事典
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_-_07_0.17.46.120-0.17.49.650.jpg"">",名前事典をパラパラめくって適当に名付けてしまったのだ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Nisekoi/media/Nisekoi_-_07_0.17.46.120-0.17.49.650.mp3],"Consulting a name dictionary, he picked one completely at random for me.<br>Seishirou!",名前[なまえ] 事典[じてん]をパラパラめくって 適当[てきとう]に 名付[なづ]けてしまったのだ,3812,事典
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_8_0.03.29.315.jpg"">",画面見てなっかたの,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Angel%20Beats!/media/Angel_Beats!_8_0.03.28.300-0.03.30.580.mp3],Weren't you looking at the screen?,画面[がめん] 見[み]てなっかたの,3876,画面
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_16_0.11.36.095.jpg"">",全画面、火口の車内に,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_16_0.11.35.120-0.11.37.070.mp3],All screens on Higuchi's car.,全画面[ぜんがめん]、 火口[かこう]の 車内[しゃない]に,3876,画面
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_10_0.17.12.490-0.17.14.100.jpg"">",画面に出てくる六人と,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_10_0.17.12.490-0.17.14.100.mp3],"The six who were being filmed, and the one who was operating the camera.",画面[がめん]に 出[で]てくる 六[ろく] 人[にん]と,3876,画面
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_09_0.05.43.020-0.05.43.680.jpg"">",急に,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_09_0.05.43.020-0.05.43.680.mp3],"When it looked at the persocom on top of the clock, it suddenly...",急[きゅう]に,7545,急
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_20_0.20.39.040-0.20.39.620.jpg"">",急に,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_20_0.20.39.040-0.20.39.620.mp3],She suddenly disappeared!,急[きゅう]に,7545,急
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_10_0.06.40.415.jpg"">",何　急に,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_10_0.06.39.490-0.06.41.340.mp3],What are you talking  about all of a sudden?,何[なに]　 急[きゅう]に,7545,急
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E12_1_0.08.09.575.jpg"">",執行官,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E12_1_0.08.09.090-0.08.10.060.mp3],Is he an Enforcer?,執行官[しっこうかん],1018,官
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E21_1_0.14.52.420.jpg"">",監視官,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Psycho%20Pass/media/A_PsychoPassS01_E21_1_0.14.51.810-0.14.53.030.mp3],That's what we assumed would happen.,監視[かんし] 官[かん],1018,官
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_10_0.05.17.240.jpg"">",私は指揮官,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_10_0.05.16.540-0.05.17.940.mp3],I am just the Commander.,私[わたし]は 指揮官[しきかん],1018,官
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_07_0.05.38.090-0.05.39.780.jpg"">",すぐ受け入れた,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_07_0.05.38.090-0.05.39.780.mp3],That was fast!,すぐ 受[う]け 入[い]れた,9269,受け入れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_13_0.09.42.145.jpg"">",それを受け入れろう,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_13_0.09.41.130-0.09.43.160.mp3],Accept that!,それを 受け入[うけい]れろう,9269,受け入れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_44_0.15.58.960.jpg"">",受け入れるの　　早いな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_44_0.15.57.750-0.16.00.170.mp3],You accept things pretty quickly.,受け入[うけい]れるの　　 早[はや]いな,9269,受け入れる
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Bakemonogatari/media/A_Bakemonogatari_E02_1_0.21.10.238.jpg"">",その結果—,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Bakemonogatari/media/A_Bakemonogatari_E02_1_0.21.09.529-0.21.10.947.mp3],This resulted in...,その 結果[けっか]—,4011,結果
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_112_0.13.57.768.jpg"">",＜結果…＞,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_112_0.13.56.767-0.13.58.769.mp3],As a result...,＜ 結果[けっか]…＞,4011,結果
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_09_0.02.20.760-0.02.22.680.jpg"">",投票の結果,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_S03_-_09_0.02.20.760-0.02.22.680.mp3],"And so, after counting the votes",投票[とうひょう]の 結果[けっか],4011,結果
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_1.11.23.764.jpg"">",座(すわ)んな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_1.11.23.284-1.11.24.243.mp3],Sit.,座[ざ](すわ)んな,1041,座
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_164_0.09.24.228.jpg"">",開け 蛇遣座の扉,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_164_0.09.22.997-0.09.25.458.mp3],"Gate of the Serpent Bearer, I open thee!",開[あ]け  蛇[へび] 遣[つかい] 座[ざ]の 扉[とびら],1041,座
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura24_34_0.12.19.486.jpg"">",オリオン座　星の！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Cardcaptor%20Sakura/media/A_CardCaptorSakura24_34_0.12.18.798-0.12.20.174.mp3],"Orion, the constellation!",オリオン座[おりおんざ]　 星[ほし]の！,1041,座
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_05_0.14.10.950.jpg"">",忘れた,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_05_0.14.10.370-0.14.11.530.mp3],I forgot.,忘[わす]れた,1042,忘
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_14_0.18.51.035.jpg"">",忘れた,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Demon%20Slayer%20-%20Kimetsu%20no%20Yaiba/media/Kimetsu_no_Yaiba_14_0.18.50.240-0.18.51.680.mp3],I forgot.,忘[わす]れた,1042,忘
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_38_0.06.43.095.jpg"">",忘れた,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_38_0.06.42.480-0.06.43.710.mp3],Guess I forgot.,忘[わす]れた,1042,忘
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Name/media/Anime_-_YourName_1_1.24.04.760.jpg"">",ああん　もうヤケや,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Name/media/Anime_-_YourName_1_1.24.03.750-1.24.05.770.mp3],"Oh, to heck with it!",ああん　もうヤケや,1040,焼
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_61_0.10.53.022.jpg"">",やけに気前がいいね。,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_61_0.10.51.996-0.10.54.048.mp3],You're being very nice.,やけに 気前[きまえ]がいいね。,1040,焼
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kanon%20(2006)/media/A_Kanon_E04_1_0.14.01.100.jpg"">",やけにしおらしいなあ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kanon%20(2006)/media/A_Kanon_E04_1_0.14.00.360-0.14.01.840.mp3],Aren't you behaving?,やけにしおらしいなあ,1040,焼
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_23_0.12.15.460.jpg"">",告白？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad%20After%20Story/media/Clannad_after_story_23_0.12.14.710-0.12.16.210.mp3],Asked out?,告白[こくはく]？,4081,告白
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_09_0.13.17.175.jpg"">",告白？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_09_0.13.16.380-0.13.17.970.mp3],Confess (kokuhaku)?,告白[こくはく]？,4081,告白
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20World%20God%20Only%20Knows/media/The_World_God_Only_Knows_S1_03_0.11.42.739.jpg"">",告白…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20World%20God%20Only%20Knows/media/The_World_God_Only_Knows_S1_03_0.11.42.192-0.11.43.285.mp3],The confession.,告白[こくはく]…,4081,告白
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_01_0.17.12.380-0.17.13.740.jpg"">",私達,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_01_0.17.12.380-0.17.13.740.mp3],Is that... us?,私達[わたしたち],1033,達
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_46_0.11.19.585.jpg"">",君たち,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_46_0.11.19.110-0.11.20.060.mp3],"Hey, it's you guys.",君[きみ]たち,1033,達
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E03_1_0.10.25.200.jpg"">",私たち,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E03_1_0.10.24.650-0.10.25.750.mp3],And we're...,私[わたし]たち,1033,達
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E08_1_0.00.24.055.jpg"">",毎報 音楽コンクールに出ます,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E08_1_0.00.23.220-0.00.24.890.mp3],I'm going to enter the Maihou Music Competition.,毎[まい] 報[ほう] 音楽コンクール[おんがくこんくーる]に 出[で]ます,1035,報
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E06_1_0.04.35.960.jpg"">",毎報(まいほう) 音楽コンクール,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Your%20Lie%20in%20April/media/Anime_Your_lie_in_april_E06_1_0.04.35.060-0.04.36.860.mp3],The Maihou Music Competition.,毎[まい] 報[ほう](まいほう) 音楽コンクール[おんがくこんくーる],1035,報
